?cls	?pred	?val	?synType
<http://purl.obolibrary.org/obo/CHR_9606chr7q31.33>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr7q31.33 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr11q23>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr11q23 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chr11q2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr11q2 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_10116chr16p11>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr16p11 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr2p24.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr2p24.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr10p15.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr10p15.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr4qD>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr4qD (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10090chr15qB3.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr15qB3.2 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr1p21>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1p21 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9940chr5>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr5 (sheep)"	
<http://purl.obolibrary.org/obo/CHR_10090chr13qA>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr13qA (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10090chrXqA3.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrXqA3.2 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10116chr5q32>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr5q32 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_10090chr14qC>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr14qC (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr1q31.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1q31.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr8q24.13>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr8q24.13 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr4q32>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr4q32 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chrXq3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrXq3 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr17q24>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr17q24 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr13q>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr13q (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10090chr2qG1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr2qG1 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9796chr15>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr15 (horse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr11p11>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr11p11 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr5qB3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr5qB3 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr20q13>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr20q13 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr9q21.12>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr9q21.12 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr5q23.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr5q23.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr9p13.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr9p13.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chrXq21.32>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrXq21.32 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr12q24.13>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr12q24.13 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr1qH1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1qH1 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr4q24>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr4q24 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr3p12.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr3p12.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr4qD1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr4qD1 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr14q2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr14q2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr2p2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr2p2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr1qE2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1qE2 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10090chr17qA1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr17qA1 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chrXp11.22>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrXp11.22 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr20p12.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr20p12.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chr5q31>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr5q31 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_10090chr8qB1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr8qB1 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10116chr4q41>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr4q41 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr1p11>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1p11 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr16p13.11>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr16p13.11 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr13q22.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr13q22.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr13qC>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr13qC (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr18q11.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr18q11.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr3p21.32>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr3p21.32 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr7qF>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr7qF (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr2q37.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr2q37.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chr20q1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr20q1 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr1q25.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1q25.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr8p23>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr8p23 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr8p12>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr8p12 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr10q22.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr10q22.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr17q22>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr17q22 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr19qD1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr19qD1 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10090chrXqA5>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrXqA5 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10090chr10qB5>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr10qB5 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9796chr10>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr10 (horse)"	
<http://purl.obolibrary.org/obo/CHR_10090chr6qB2.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr6qB2.2 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10116chr19p>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr19p (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chrYp11.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrYp11.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr8qE>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr8qE (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr1q42.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1q42.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr7q31.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr7q31.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr2q37>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr2q37 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr1q41>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1q41 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr10q22.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr10q22.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr6p22.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr6p22.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chr7q32>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr7q32 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chrXq21.33>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrXq21.33 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chr2q13>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr2q13 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr11q12.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr11q12.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr7qD3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr7qD3 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10090chr6qF2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr6qF2 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr10q24.31>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr10q24.31 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr4qD2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr4qD2 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10090chr8qD1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr8qD1 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10090chrXqC3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrXqC3 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10090chr3qF2.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr3qF2.3 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr9p22.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr9p22.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr13q21.31>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr13q21.31 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr22q11.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr22q11.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chr10q22>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr10q22 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9913chr26>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr26 (cow)"	
<http://purl.obolibrary.org/obo/CHR_9606chr2p25.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr2p25.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr3q28>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr3q28 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr4q23>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr4q23 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr19q12>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr19q12 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr9p11>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr9p11 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr2p24.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr2p24.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr3qG>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr3qG (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10116chr11p>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr11p (Rat)"	
<http://purl.obolibrary.org/obo/CHR_10090chr10q>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr10q (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr15q24>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr15q24 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr1p3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1p3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr2q21.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr2q21.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chrXq27.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrXq27.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr5q21>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr5q21 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr8q>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr8q (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr12q2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr12q2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chrYqC>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrYqC (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10090chr12qC3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr12qC3 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9031chr18>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr18 (chicken)"	
<http://purl.obolibrary.org/obo/CHR_10116chr15q2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr15q2 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_10116chr4q44>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr4q44 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr6q12>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr6q12 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr3q26.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr3q26.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr9qF2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr9qF2 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr1p36.31>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1p36.31 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chr1q54>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1q54 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_10090chr18qE1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr18qE1 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10090chr4qB2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr4qB2 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10116chr3p12>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr3p12 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_10090chr1qE1.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1qE1.2 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr5q22>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr5q22 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr1p36.32>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1p36.32 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chrXq12>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrXq12 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9031chrW>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrW (chicken)"	
<http://purl.obolibrary.org/obo/CHR_10116chr12q15>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr12q15 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9913chr21>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr21 (cow)"	
<http://purl.obolibrary.org/obo/CHR_9606chr3q23>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr3q23 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr12q13.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr12q13.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chrYq11.222>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrYq11.222 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr2p23.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr2p23.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr13q34>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr13q34 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr17q23.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr17q23.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr2p22.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr2p22.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr6qE2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr6qE2 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10090chr3qB>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr3qB (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10116chr6q23>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr6q23 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_10090chr9qF3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr9qF3 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10090chr10qA1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr10qA1 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr5q12.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr5q12.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr18q12.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr18q12.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr1qC3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1qC3 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr20p11.21>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr20p11.21 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr9q13>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr9q13 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr2q37.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr2q37.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr17q21.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr17q21.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chr1p1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1p1 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr13q12.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr13q12.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr4q25>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr4q25 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr10q21.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr10q21.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr1p36.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1p36.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9940chr26>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr26 (sheep)"	
<http://purl.obolibrary.org/obo/CHR_9606chr2q33>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr2q33 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9031chr13>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr13 (chicken)"	
<http://purl.obolibrary.org/obo/CHR_9606chr10p14>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr10p14 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr6qA1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr6qA1 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10090chrXqA7.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrXqA7.2 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9823chrX>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrX (pig)"	
<http://purl.obolibrary.org/obo/CHR_10090chr11q>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr11q (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10090chr3qF3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr3qF3 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr5q3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr5q3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr10p15.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr10p15.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr7p14.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr7p14.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr2qC1.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr2qC1.2 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10116chr7q34>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr7q34 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_10090chr2q>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr2q (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chrXp22.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrXp22.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr2q31.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr2q31.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr7qF5>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr7qF5 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_7955chr7>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr7 (Zebrafish)"	
<http://purl.obolibrary.org/obo/CHR_10090chr17qE1.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr17qE1.2 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr21p12>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr21p12 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr7q21.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr7q21.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr14q22>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr14q22 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr6>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr6 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chrXq>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrXq (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr1q32.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1q32.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr19q13.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr19q13.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chr6q31>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr6q31 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_10116chrXq31>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrXq31 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_7955chr23>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr23 (Zebrafish)"	
<http://purl.obolibrary.org/obo/CHR_9606chr4q1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr4q1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr15qF1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr15qF1 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10116chr4q34>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr4q34 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr1q2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1q2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9940chr21>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr21 (sheep)"	
<http://purl.obolibrary.org/obo/CHR_10090chr16qC1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr16qC1 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr13q12.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr13q12.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr1p33>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1p33 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr18q11>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr18q11 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr8p21.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr8p21.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr9qA5>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr9qA5 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10116chr20p12>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr20p12 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr9q1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr9q1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr18>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr18 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chrYq11.22>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrYq11.22 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr3qH4>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr3qH4 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr4q31.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr4q31.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9031chrM>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrM (chicken)"	
<http://purl.obolibrary.org/obo/CHR_9606chr11q14>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr11q14 (Human)"	
